uid,years,minutes,sqrm,distance,renovate,express,price
13210-461,19,10,55,23.60463644,0,0,40000000
13210-462,4,10,25,23.60463644,0,0,17000000
13210-463,6,3,20,23.60463644,0,0,18000000
13210-464,31,4,20,23.60463644,0,0,7500000
13210-465,18,6,65,23.60463644,0,0,37000000
13210-471,14,3,60,23.60463644,1,0,43000000
13210-472,11,3,60,23.60463644,0,0,45000000
13210-474,11,3,65,23.60463644,0,0,49000000
13210-475,17,7,70,23.60463644,1,0,53000000
13210-476,24,5,55,23.60463644,0,0,28000000
13210-484,19,10,70,23.60463644,1,0,49000000
13210-485,8,4,50,23.60463644,0,0,34000000
13210-486,20,6,65,23.60463644,0,0,33000000
13210-487,8,6,50,23.60463644,0,0,38000000
13210-488,24,11,70,23.60463644,1,0,57000000
13210-489,20,3,65,23.60463644,0,0,36000000
13210-490,10,1,70,23.60463644,0,0,63000000
13210-499,24,8,50,23.60463644,0,0,28000000
13210-500,15,4,55,23.60463644,0,0,30000000
13210-501,45,5,30,23.60463644,0,0,3500000
13210-502,31,4,55,23.60463644,0,0,30000000
13210-503,17,7,70,23.60463644,0,0,42000000
13210-504,10,1,55,23.60463644,0,0,47000000
13210-505,15,4,55,23.60463644,0,0,36000000
13210-509,17,7,120,23.60463644,0,0,80000000
13210-512,19,10,70,23.60463644,0,0,47000000
13210-513,45,5,45,23.60463644,0,0,18000000
13210-515,45,5,70,23.60463644,1,0,30000000
13210-516,25,8,20,23.60463644,1,0,13000000
13210-517,18,3,60,23.60463644,0,0,37000000
13210-520,50,6,50,23.60463644,0,0,18000000
13210-521,45,5,70,23.60463644,0,0,5000000
13210-522,17,7,65,23.60463644,0,0,45000000
13210-523,14,11,90,23.60463644,1,0,44000000
13210-524,10,3,60,23.60463644,0,0,53000000
13210-530,20,3,70,23.60463644,0,0,48000000
13210-531,19,10,70,23.60463644,0,0,50000000
13210-532,31,4,55,23.60463644,1,0,39000000
13210-533,15,4,55,23.60463644,0,0,29000000
13210-534,24,11,50,23.60463644,0,0,28000000
13210-542,25,8,20,23.60463644,1,0,9500000
13210-543,45,5,115,23.60463644,0,0,21000000
13210-544,25,8,20,23.60463644,0,0,7200000
13210-545,11,3,70,23.60463644,0,0,48000000
13210-546,35,4,60,23.60463644,1,0,32000000
13210-547,50,6,30,23.60463644,1,0,11000000
13210-548,24,11,60,23.60463644,0,0,38000000
13210-549,24,11,55,23.60463644,1,0,32000000
13210-550,19,10,70,23.60463644,0,0,46000000
13210-551,11,3,75,23.60463644,0,0,62000000
13210-556,10,3,50,23.60463644,0,0,50000000
13210-557,11,3,70,23.60463644,0,0,50000000
13210-558,23,3,65,23.60463644,0,0,39000000
13210-559,31,4,55,23.60463644,0,0,27000000
13210-562,14,3,70,23.60463644,0,0,43000000
13210-563,18,6,65,23.60463644,0,0,41000000
13210-565,10,3,60,23.60463644,0,0,56000000
13210-566,24,5,75,23.60463644,0,0,40000000
13210-567,23,4,45,23.60463644,0,0,24000000
13210-568,45,8,50,23.60463644,1,0,20000000
13210-569,25,8,60,23.60463644,0,0,30000000
13210-574,25,20,65,23.60463644,1,0,28000000
13210-575,25,20,60,23.60463644,0,0,28000000
13210-592,24,21,55,23.60463644,0,0,19000000
13210-593,24,21,60,23.60463644,1,0,28000000
13210-602,45,13,80,23.60463644,1,0,19000000
13210-610,45,13,80,23.60463644,1,0,19000000
13210-611,24,19,55,23.60463644,0,0,20000000
13210-612,24,19,55,23.60463644,0,0,22000000
13210-628,25,20,70,23.60463644,1,0,32000000
13210-629,28,8,15,23.60463644,0,0,9800000
13210-634,25,20,65,23.60463644,1,0,27000000
13210-635,16,15,65,23.60463644,0,0,30000000
13210-636,28,8,15,23.60463644,0,0,5000000
13210-649,25,20,70,23.60463644,0,0,21000000
13210-650,24,19,55,23.60463644,0,0,21000000
13210-659,24,19,70,23.60463644,1,0,27000000
13210-671,25,20,75,23.60463644,1,0,36000000
13210-672,28,8,15,23.60463644,0,0,6400000
13210-673,45,25,80,23.60463644,0,0,16000000
13210-674,28,8,15,23.60463644,0,0,5600000
13210-680,24,7,55,21.95318781,1,0,39000000
13210-688,24,7,55,21.95318781,0,0,24000000
13210-689,23,6,65,21.95318781,1,0,43000000
13210-694,22,11,65,21.95318781,1,0,36000000
13210-695,13,8,65,21.95318781,1,0,39000000
13210-696,24,7,55,21.95318781,0,0,29000000
13210-716,25,10,55,21.95318781,0,0,30000000
13210-732,6,11,60,21.95318781,0,0,41000000
13210-733,25,10,55,21.95318781,1,0,28000000
13210-747,12,7,65,21.95318781,1,0,42000000
13210-752,22,14,65,21.95318781,0,0,31000000
13210-757,26,20,15,23.60463644,0,0,5000000
13210-760,26,20,20,23.60463644,0,0,5400000
13210-761,26,20,20,23.60463644,0,0,6000000
13210-762,26,20,20,23.60463644,0,0,5000000
13210-764,31,13,45,23.60463644,1,0,16000000
13210-769,26,20,15,23.60463644,0,0,5500000
13210-772,23,13,65,23.60463644,0,0,32000000
13210-773,24,12,60,23.60463644,0,0,31000000
13210-774,24,12,60,23.60463644,1,0,35000000
13210-778,40,10,55,23.60463644,0,0,19000000
13210-779,26,20,15,23.60463644,1,0,7000000
13210-780,7,13,70,23.60463644,0,0,51000000
13210-785,42,12,45,23.60463644,1,0,13000000
13210-786,40,10,55,23.60463644,0,0,21000000
13210-789,26,20,15,23.60463644,0,0,6500000
13210-790,40,10,40,23.60463644,1,0,21000000
13210-791,26,20,20,23.60463644,0,0,5500000
13210-793,26,20,20,23.60463644,0,0,5600000
13210-794,26,20,15,23.60463644,0,0,5600000
13210-795,26,20,15,23.60463644,0,0,5300000
13210-799,24,12,70,23.60463644,0,0,36000000
13210-800,31,13,45,23.60463644,1,0,11000000
13210-801,31,13,45,23.60463644,1,0,19000000
13210-802,40,10,75,23.60463644,1,0,31000000
13210-807,40,10,70,23.60463644,1,0,27000000
13210-808,26,20,15,23.60463644,0,0,5800000
13210-809,26,20,15,23.60463644,0,0,6300000
13210-810,26,20,20,23.60463644,0,0,5900000
13210-811,26,20,15,23.60463644,0,0,6200000
13210-812,24,12,55,23.60463644,1,0,32000000
13210-817,36,13,70,23.60463644,1,0,27000000
13214-6,29,1,75,27.2642905,0,0,37000000
13214-8,35,3,80,27.2642905,0,0,23000000
13214-9,29,1,75,27.2642905,1,0,44000000
13214-11,29,1,85,27.2642905,1,0,48000000
13214-12,35,3,80,27.2642905,0,0,29000000
13214-14,29,0,75,27.2642905,0,0,29000000
13214-17,19,6,70,27.2642905,0,0,33000000
13214-18,24,9,60,27.2642905,0,0,27000000
13214-22,7,9,65,27.2642905,0,0,49000000
13214-23,19,6,70,27.2642905,0,0,30000000
13214-152,20,16,60,29.00351351,0,0,21000000
13214-158,20,16,65,29.00351351,0,0,23000000
13214-178,16,18,65,27.2642905,0,0,36000000
13214-213,32,5,15,27.2642905,0,0,6500000
13214-214,16,6,65,27.2642905,1,0,30000000
13214-220,16,6,65,27.2642905,0,0,33000000
13214-221,16,5,65,27.2642905,0,0,40000000
13214-231,32,6,15,27.2642905,0,0,3700000
13214-232,32,7,15,27.2642905,0,0,7400000
13214-236,15,9,70,27.2642905,0,0,31000000
13214-239,15,9,70,27.2642905,1,0,37000000
13214-251,54,28,60,29.00351351,1,0,13000000
13214-257,54,28,50,29.00351351,0,0,9300000
13214-258,54,29,50,29.00351351,1,0,14000000
13214-265,54,26,60,29.00351351,1,0,15000000
13214-275,54,27,60,29.00351351,0,0,1600000
13214-276,54,30,50,29.00351351,0,0,9600000
13214-282,54,30,50,29.00351351,1,0,12000000
13214-296,54,28,60,29.00351351,1,0,13000000
13214-297,54,28,60,29.00351351,1,0,11000000
13214-307,54,28,50,29.00351351,1,0,8000000
13214-308,33,18,45,29.00351351,1,0,19000000
13214-328,54,28,60,29.00351351,1,0,13000000
13214-329,33,18,45,29.00351351,0,0,11000000
13214-331,27,13,50,29.00351351,0,0,8900000
13214-337,21,11,75,25.95603852,0,1,41000000
13214-352,23,7,20,27.2642905,0,0,6000000
13214-409,28,14,75,25.95603852,0,1,27000000
13214-410,11,14,25,25.95603852,0,1,19000000
13214-411,1,13,70,25.95603852,0,1,47000000
13214-417,30,16,65,25.95603852,0,1,23000000
13214-419,30,12,85,25.95603852,1,1,27000000
13214-420,20,15,60,25.95603852,0,1,32000000
13214-426,18,3,90,25.95603852,0,1,49000000
13214-427,12,18,60,25.95603852,0,1,33000000
13214-428,30,16,90,25.95603852,0,1,28000000
13214-436,14,9,75,27.2642905,0,0,38000000
13214-437,15,13,65,27.2642905,1,0,40000000
13214-438,15,10,70,27.2642905,0,0,36000000
13214-439,15,10,70,27.2642905,0,0,34000000
13214-440,14,9,85,27.2642905,0,0,37000000
13214-447,14,12,75,27.2642905,0,0,39000000
13214-448,14,11,75,27.2642905,0,0,38000000
13214-449,15,10,80,27.2642905,0,0,42000000
13214-485,34,13,45,25.95603852,0,1,19000000
13214-499,35,14,55,25.95603852,1,1,27000000
13214-505,35,14,50,25.95603852,1,1,20000000
13214-509,8,9,55,25.95603852,0,1,33000000
13214-524,17,14,50,25.95603852,1,1,27000000
13214-525,35,14,50,25.95603852,0,1,20000000
13214-548,35,13,60,29.00351351,0,0,14000000
13214-555,29,5,60,29.00351351,0,0,24000000
13214-558,35,13,70,29.00351351,1,0,30000000
13214-563,38,4,75,29.00351351,1,0,36000000
13214-564,35,13,60,29.00351351,0,0,26000000
13214-566,18,2,55,29.00351351,0,0,37000000
13214-567,25,15,60,29.00351351,1,0,29000000
13214-570,38,3,85,29.00351351,1,0,47000000
13214-571,18,2,75,29.00351351,0,0,56000000
13214-588,18,3,65,29.00351351,0,0,41000000
13214-589,35,13,70,29.00351351,0,0,27000000
13214-597,14,5,75,29.00351351,1,0,56000000
13214-615,21,13,70,29.00351351,0,0,33000000
13214-616,30,11,145,29.00351351,0,0,38000000
13214-677,25,9,45,29.00351351,0,0,19000000
13214-694,50,8,50,25.95603852,1,1,19000000
13214-697,15,13,85,25.95603852,0,1,34000000
13214-700,23,10,50,25.95603852,0,1,24000000
13214-701,26,9,20,25.95603852,0,1,8800000
13214-702,28,14,75,25.95603852,0,1,31000000
13214-705,11,13,20,25.95603852,0,1,17000000
13214-706,25,18,75,25.95603852,1,1,36000000
13214-707,50,6,35,25.95603852,0,1,15000000
13214-713,20,6,50,25.95603852,0,1,31000000
13214-718,10,11,75,25.95603852,0,1,58000000
13214-719,25,18,75,25.95603852,0,1,27000000
13214-723,8,9,50,25.95603852,0,1,32000000
13214-724,26,8,30,25.95603852,1,1,18000000
13214-725,50,6,40,25.95603852,1,1,18000000
13214-733,50,6,50,25.95603852,0,1,20000000
13214-740,42,8,55,25.95603852,0,1,29000000
13214-746,42,8,50,25.95603852,1,1,30000000
13214-747,8,9,55,25.95603852,0,1,34000000
13214-748,20,7,60,25.95603852,1,1,43000000
13214-749,50,6,35,25.95603852,0,1,9000000
13214-750,10,11,65,25.95603852,0,1,46000000
13214-759,42,8,45,25.95603852,1,1,24000000
13214-765,2,4,40,25.95603852,1,1,41000000
13214-770,3,5,70,25.95603852,0,1,69000000
13214-771,18,8,80,25.95603852,0,1,43000000
13214-772,2,4,35,25.95603852,0,1,36000000
13214-774,18,1,55,25.95603852,0,1,36000000
13214-777,38,3,70,25.95603852,0,1,28000000
13214-781,20,1,45,25.95603852,0,1,31000000
13214-783,39,4,60,25.95603852,0,1,29000000
13214-789,39,4,60,25.95603852,0,1,20000000
13214-791,39,4,60,25.95603852,0,1,24000000
13214-795,39,5,75,25.95603852,1,1,33000000
13214-796,20,1,50,25.95603852,0,1,34000000
13214-801,22,3,25,25.95603852,0,1,13000000
13214-803,19,4,20,25.95603852,0,1,18000000
13214-804,19,4,20,25.95603852,0,1,15000000
13214-805,18,8,75,25.95603852,0,1,48000000
13214-809,24,5,65,25.95603852,0,1,39000000
13214-813,20,5,35,25.95603852,0,1,27000000
13214-814,22,2,60,25.95603852,0,1,40000000
13214-815,22,2,60,25.95603852,0,1,47000000
13214-818,19,4,20,25.95603852,0,1,17000000
13214-819,15,2,35,25.95603852,0,1,13000000
13214-821,21,3,85,25.95603852,0,1,54000000
13214-822,19,4,20,25.95603852,0,1,15000000
13214-823,22,4,65,25.95603852,0,1,42000000
13214-828,19,4,20,25.95603852,0,1,12000000
13214-829,15,2,25,25.95603852,0,1,21000000
13214-833,35,4,15,25.95603852,0,1,7400000
13214-834,21,3,70,25.95603852,0,1,57000000
13214-835,35,3,45,25.95603852,0,1,32000000
13214-836,15,2,20,25.95603852,0,1,19000000
13214-837,24,3,55,25.95603852,0,1,34000000
13214-838,40,4,40,25.95603852,0,1,22000000
13214-840,24,3,65,25.95603852,0,1,41000000
13214-841,15,2,25,25.95603852,0,1,13000000
13214-846,21,3,70,25.95603852,0,1,53000000
13214-847,19,4,20,25.95603852,0,1,17000000
13214-848,21,1,80,25.95603852,0,1,65000000
13214-849,21,1,65,25.95603852,0,1,42000000
13214-850,15,3,25,25.95603852,0,1,19000000
13214-851,14,2,20,25.95603852,0,1,14000000
