id,bukkenName,years,minutes,sqrm,distance,renovate,express,price,rooms,station,floar,windowFacing,address,prg-bukkenNameAnchor href,prg-lazy src,photo-https,displayContainer href,displayPic -https,raSpecRow,relatedKeywordsData,relatedKeywordsData 2,relatedKeywordsData 3,relatedKeywordsData 4,textFeatureComment,relatedKeywordsData 5,緯度,経度
376,パルム四谷,37,5,74.77,3.246960267,1,1,6980,2SLDK,四ツ谷,9,南,東京都新宿区四谷2丁目,https://www.homes.co.jp/mansion/b-1392830000140/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F72o72ru2qb1og4y.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F72o72ru2qb1og4y.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1392830000140/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fw6fi2ru2qb1og4x.jpg,11,エレベーター,角部屋,,,9階部分・ワイドバルコニー（横幅約10ｍ）南・西の角住戸,,35.687099,139.725677
377,東中野パレスマンション,56,3,72.38,7.768447716,1,0,3699,2LDK,東中野,2,南東,東京都中野区東中野4丁目6-7,https://www.homes.co.jp/mansion/b-1192950009282/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4koo2rmzny33jdb.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1192950009282/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhhqm2rmzny33jd5.jpg,16,オートロック,エレベーター,,,,,35.708015,139.683746
378,トップ中野第2,36,10,12.7,9.492733962,1,1,2,ワンルーム,中野,2,北東,東京都中野区新井2丁目38-14,https://www.homes.co.jp/mansion/b-39036020001083/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fb3k03sweykyhyj1.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1041110040988/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fdr2d2rhlwijfb3m.jpg,6,スーパー800m以内,,,,室内フルリフォーム済（2020年1月28日完工）,,35.71204,139.662827
379,コープ市ヶ谷,56,3,36.03,2.960147551,1,0,2,1DK,市ヶ谷,7,西,東京都新宿区市谷砂土原町3丁目,https://www.homes.co.jp/mansion/b-1402400002625/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F06vy2ruexy2x1t2.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1402400002625/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4be02ruexy2x1t1.jpg,20,最上階,角部屋,エレベーター,最上階,～本日の見学可能～,スーパー800m以内,35.696842,139.736694
380,トーカン新宿第2キヤステール,41,12,22.02,6.051806582,1,1,1680,ワンルーム,新宿,1,南東,東京都新宿区西新宿3丁目,https://www.homes.co.jp/mansion/b-1373070001805/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F3q7c2rtdijmeal1.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F3q7c2rtdijmeal1.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1373070001805/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fkem72rtdijmeal2.jpg,5,エレベーター,角部屋,,,,,35.684528,139.689178
381,中野薬師マンション,51,15,55.18,9.492733962,1,1,2,2LDK,中野,2,南東,東京都中野区新井4丁目,https://www.homes.co.jp/mansion/b-1388540001939/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fqi1a2rtx9869gfv.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1388540001939/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9n532rtx9869gfh.jpg,24,リノベーション・リフォーム,スーパー800m以内,,,南向きのリフォーム済み住戸,,35.716515,139.666458
382,上高田マンション,50,5,48.33,7.768447716,1,0,2,2DK,東中野,10,西,東京都中野区上高田1丁目,https://www.homes.co.jp/mansion/b-1140530009963/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fidug2rl4rszolhq.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fidug2rl4rszolhq.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1140530009963/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fy1c92rl4rszolhr.jpg,20,ペット相談可,駐車場あり,ペット相談可,駐車場あり,都営大江戸線東中野駅まで徒歩5分 10階につき眺望良好 ペット飼育可（規約による制限有）,エレベーター,35.710449,139.677933
383,迦葉中野マンション,40,7,26.95,9.492733962,1,1,2,1DK,中野,1,西,東京都杉並区高円寺南5丁目40-3,https://www.homes.co.jp/mansion/b-1394700004031/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsbrp2ru547ovrtq.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsbrp2ru547ovrtq.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1394700004030/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzoyh2ru547ovrqz.jpg,30,スーパー800m以内,角部屋,スーパー800m以内,,電話問合せ限定ご内覧時にアンケートご記入頂いたお客様限定で、5000円分のクオカードプレゼント,,35.704327,139.660614
384,パシフィックパレス荻窪,35,9,82.07,13.47331293,1,1,5,3LDK,荻窪,2,南,東京都杉並区荻窪2丁目,https://www.homes.co.jp/mansion/b-1139660011547/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxttr2rl3nu68231.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1139660011989/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwaqf2rl3nu6906v.jpg,30,リノベーション・リフォーム,駐車場あり,オートロック,エレベーター,南東むき、日当たり良好・ペットと暮らせる3LDK。 WIC、全居室収納など収納豊富ですっきりとした住空間。,スーパー800m以内,35.69733,139.620575
385,三鷹陵雲閣マンション,49,9,45.97,18.72812462,1,1,2230,1LDK,三鷹,3,東,東京都三鷹市下連雀3丁目,https://www.homes.co.jp/mansion/b-1120410012650/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhg7m2rkf3i6zp0q.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1120410012650/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxhpu2rkf3i6zp0r.jpg,20,エレベーター,,,,室内写真有 リフォーム済のため、即入居可能 2010年大規模修繕工事実施済 収納に便利なWIC付,,35.699108,139.562515
386,阿佐ヶ谷コーポラス,49,13,50.22,12.12192561,1,0,2490,1SLDK,阿佐ヶ谷,3,南西,東京都杉並区阿佐谷北4丁目,https://www.homes.co.jp/mansion/b-1393790000525/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F12iu2ru3yepmfx1.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F12iu2ru3yepmfx1.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1393790000525/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1bgp2ru3yepmfx4.jpg,19,リノベーション・リフォーム,ペット相談可,エレベーター,スーパー800m以内,おかげさまで35周年知識と経験豊かなスタッフが対応致します。 お車でどこでもご案内致します,,35.711918,139.636459
387,コートリィ,38,3,27.64,4.946347595,1,0,2680,1DK,千駄ヶ谷,2,北西,東京都渋谷区千駄ヶ谷5丁目,https://www.homes.co.jp/mansion/b-35005390000849/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Figx73oxjhzv29wm.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005390000849/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzqa23oxjhzv29wl.jpg,17,,,,,,,35.685265,139.703323
388,ハウス西荻,48,12,86.28,15.29485589,1,0,3,3LDK,西荻窪,4,南,東京都杉並区西荻北1丁目,https://www.homes.co.jp/mansion/b-1216390011263/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxjq12rntkrkanj3.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1216390011263/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frh0l2rntkrkanj1.jpg,30,駐車場あり,最上階,スーパー800m以内,最上階,O本日・見学可能/広い17.2帖LDK/独立型キッチン/2バルコニー/通風良好/暮らしやすい間取りO,リノベーション・リフォーム,35.706287,139.60675
389,東海西神田マンション,41,5,15.56,2.552352467,1,0,1190,1K,水道橋,2,北東,東京都千代田区西神田2丁目7-5,https://www.homes.co.jp/mansion/b-1373870000203/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fpyuz2rtejao8i1a.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1373870000203/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fpyuz2rtejao8i1a.jpg,1,エレベーター,スーパー800m以内,,,・オーナーチェンジ物件・水道橋駅徒歩5分、神保町駅徒歩5分の立地,,35.699425,139.755341
390,秀和南荻窪レジデンス,51,4,36.1,13.47331293,1,1,2480,1DK,荻窪,5,北西,東京都杉並区荻窪5丁目8-7,https://www.homes.co.jp/mansion/b-1394700003721/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhivq2ru547ov3wm.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1394700003721/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffgx62ru547ov3wn.jpg,30,オートロック,エレベーター,スーパー800m以内,,電話問合せ限定ご内覧時にアンケートご記入頂いたお客様限定で、5000円分のクオカードプレゼント,,35.702698,139.619019
391,メゾン・ド・荻窪,41,7,13.63,13.47331293,1,1,1050,ワンルーム,荻窪,1,南,東京都杉並区南荻窪4丁目,https://www.homes.co.jp/mansion/b-1041110041963/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwspv2rhlwijhebx.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1041110041963/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fl00z2rhlwijheby.jpg,3,角部屋,,,,売買価格の70％～95％ローン紹介可能。（詳細は当社まで）,,35.701172,139.614914
392,パシフィックパレス荻窪,35,9,82.07,13.47331293,1,1,4,3LDK,荻窪,2,南東,東京都杉並区荻窪2丁目,https://www.homes.co.jp/mansion/b-1140530009999/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fl73d2rl4rszoo9q.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fl73d2rl4rszoo9q.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1388540001873/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzarv2rtx9869bc6.jpg,22,リノベーション・リフォーム,ペット相談可,オートロック,エレベーター,閑静な住宅街に佇む低層レジデンス,スーパー800m以内,35.69733,139.620575
393,ニュー荻窪フラワーホーム,49,16,87.39,13.47331293,1,1,4999,3LDK,荻窪,9,東,東京都杉並区桃井3丁目,https://www.homes.co.jp/mansion/b-1216390011684/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxedz2rntkrkbk0h.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxedz2rntkrkbk0h.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1216390011684/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9uod2rntkrkbk0i.jpg,22,エレベーター,最上階,角部屋,,O／本日内覧可能・リノベ―ション済・二面バルコニー・最上階・東南角部屋・収納豊富・眺望良好,,35.712925,139.606293
394,パークハウス東中野,28,1,82.02,7.768447716,1,0,7980,3LDK,東中野,5,西,東京都中野区東中野1丁目,https://www.homes.co.jp/mansion/b-1377960000386/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzsjn2rtjr6sabwp.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzsjn2rtjr6sabwp.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1377960000386/,,16,オートロック,エレベーター,最上階,角部屋,店舗数全国ナンバー1ハウスドゥ町田大通り店見るだけ聞くだけOK,,35.703674,139.684967
395,シティタワー九段下,13,4,70.42,2.983801459,1,0,10500,3LDK,飯田橋,7,南東,東京都千代田区飯田橋2丁目17-9,https://www.homes.co.jp/mansion/b-1400140000163/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fl6om2ruc24g7fsd.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fl6om2ruc24g7fsd.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1400140000163/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxmcp2ruc24g7fsf.jpg,8,ペット相談可,駐車場あり,オートロック,エレベーター,住友不動産旧分譲 シティタワーシリーズ 都心の中心千代田区に住まう 7階部分 東南角角住戸 ３LDK,角部屋,35.699574,139.750183
396,千代田ハイツ荻窪,43,12,37.78,13.47331293,1,1,1170,1DK,荻窪,1,北,東京都杉並区天沼2丁目,https://www.homes.co.jp/mansion/b-1392890000005/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fea6i2ru2t29wzcm.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fea6i2ru2t29wzcm.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1392890000005/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8x8p2ru2t29wzcl.jpg,11,エレベーター,,,,オーナーチェンジ物件,,35.70805,139.624954
397,中野薬師マンション,52,14,55.18,9.492733962,1,1,3180,2LDK,中野,2,南東,東京都中野区新井4丁目,https://www.homes.co.jp/mansion/b-1216390011896/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frgm22rntkrkc0de.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frgm22rntkrkc0de.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1216390011896/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frgm22rntkrkc0de.jpg,1,エレベーター,,,,Ｏ本日・見学可能/日当たり良好/各居室にクローゼット/緑豊かな眺望/シンプルで暮らしやすい居室Ｏ,,35.716515,139.666458
398,シーアイマンション武蔵野,50,25,97.81,17.02754961,1,0,2,3LDK,吉祥寺,3,南,東京都武蔵野市中町3丁目,https://www.homes.co.jp/mansion/b-1139660011738/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ft0b22rl3nu68gtl.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ft0b22rl3nu68gtl.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1139660011738/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fy2et2rl3nu68gtm.jpg,30,駐車場あり,オートロック,エレベーター,スーパー800m以内,97m2、LDK21帖、主寝室9.1帖、全居室6帖以上、全室南面バルコニーに面した明るく開放的な3LDK。,駐車場あり,35.709667,139.566391
399,東海第一グリーンパークマンション,49,18,57.22,18.72812462,1,1,1980,1SLDK,三鷹,3,東,東京都武蔵野市緑町1丁目,https://www.homes.co.jp/mansion/b-1020740064831/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxhge2rgvwqbmzkt.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxhge2rgvwqbmzkt.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1020740064831/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcctd2rgvwqbmzku.jpg,16,,,,,夢を叶えられる住まいを。北東・南東の角部屋の2面採光 東海第一グリーンマンション,,35.714622,139.560974
400,三田吉祥寺コーポ,47,11,32.56,18.72812462,1,1,2,1LDK,三鷹,5,南東,東京都武蔵野市吉祥寺本町3丁目25-3,https://www.homes.co.jp/mansion/b-1192950009114/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1orr2rmzny336en.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1orr2rmzny336en.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1192950009114/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F18pw2rmzny336eh.jpg,30,最上階,リノベーション・リフォーム,最上階,スーパー800m以内,最上階南東向き・眺望良好・平成27年内装リノヴェーション実施・現在空家につきお気軽にご内覧頂けます,,35.7062,139.56842
401,エクレール吉祥寺,37,16,41.2,17.02754961,1,0,2880,2DK,吉祥寺,2,南東,東京都武蔵野市吉祥寺本町4丁目,https://www.homes.co.jp/mansion/b-35005050001383/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5eaq3oxj2dkdf7i.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5eaq3oxj2dkdf7i.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005050001383/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5jgy3oxj2dkdf7h.jpg,21,オートロック,,,,,,35.707592,139.572357
402,清風ハイム,44,8,30.04,9.492733962,1,1,1780,1DK,中野,1,-,東京都杉並区高円寺南5丁目,https://www.homes.co.jp/mansion/b-1074240040785/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcsyi2ris6hi2nxh.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcsyi2ris6hi2nxh.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1074240040785/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcsyi2ris6hi2nxh.jpg,1,,,,,ハウジングスカイの「諸費用節約対象物件」です。オーナーチェンジ物件。南側は実質2階。2路線利用可能。,,35.703514,139.657944
403,メゾン井の頭,50,6,71.79,17.02754961,1,0,7970,1LDK,吉祥寺,11,南東,東京都武蔵野市御殿山1丁目,https://www.homes.co.jp/mansion/b-35005320001140/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fil6n3oxjes3glsi.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fil6n3oxjes3glsi.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005320001140/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8mn23oxjes3glsj.jpg,21,,,,,,,35.700146,139.571838
404,ニュー荻窪マンション,49,15,32.4,13.47331293,1,1,2,1LDK,荻窪,12,南東,東京都杉並区桃井2丁目,https://www.homes.co.jp/mansion/b-1231900020738/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1njf2roddaa7pvt.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1njf2roddaa7pvt.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1231900020738/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fbvkx2roddaa7pvx.jpg,26,リノベーション・リフォーム,最上階,スーパー800m以内,,12階建最上階／陽当り・通風・眺望良好 平成26年大規模修繕工事実施済 駅前商業施設充実で利便性良好,,35.712421,139.609604
405,迦葉武蔵野第3マンション,43,5,98.54,17.02754961,1,0,8990,2SLDK,吉祥寺,5,南西,東京都武蔵野市吉祥寺本町1丁目,https://www.homes.co.jp/mansion/b-1020740064787/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1j0n2rgvwqbmw6l.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1j0n2rgvwqbmw6l.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1020740064787/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frzhw2rgvwqbmw6m.jpg,21,角部屋,,,,吉祥駅徒歩5分のゆとりと、ＬＤＫ24帖超にルーフバルコニーがある開放的な住空間,,35.705219,139.580994
406,ディアクオーレ中野文園プリズムコート,18,6,129.09,7.768447716,1,0,9980,4LDK,東中野,1,西,東京都中野区中野6丁目,https://www.homes.co.jp/mansion/b-1219650009935/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffveu2rnxqj076xp.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffveu2rnxqj076xp.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1219650009935/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ft9582rnxqj076xq.jpg,12,駐車場あり,,,,・便利な「東中野」駅6分・3沿線利用可能で通勤通学で便利・専用庭付きのメゾネットタイプ,,35.707485,139.675705
407,サンパレス吉祥寺,27,8,18.29,17.02754961,1,0,1100,1K,吉祥寺,1,南東,東京都武蔵野市吉祥寺東町3丁目1,https://www.homes.co.jp/mansion/b-1312070000478/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyrgj2rr7o8rtcqi.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyrgj2rr7o8rtcqi.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1312070000478/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F3r482rr7o8rtcql.jpg,12,,,,,オーナーチェンジ 利回り7.09％ クロス全張替 ハウスクリーニング済み  洋室照明LED 目の前がバス停,,35.704662,139.586823
408,ジョージ・パークハイツ,36,4,28.82,17.02754961,1,0,2480,1DK,吉祥寺,1,南,東京都武蔵野市御殿山1丁目,https://www.homes.co.jp/mansion/b-1373870000245/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Faffg2rtejao8l9x.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Faffg2rtejao8l9x.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1373870000245/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxsul2rtejao8l9y.jpg,10,,,,,ＪＲ中央線・京王井の頭線「吉祥寺」駅徒歩4分オーナーチェンジ物件表面利回り約5.32％,,35.700146,139.571838
409,東野ビル後楽園住宅　駅徒歩1分,54,1,45.6,2.552352467,1,0,2680,1LDK,水道橋,10,西,東京都文京区本郷1丁目,https://www.homes.co.jp/mansion/b-1402400001094/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F0myw2ruexy2trob.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1402400001094/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fymzu2ruexy2tro9.jpg,19,最上階,,,,～本日の見学可能～新規内装リフォーム済。最上階10階。水道橋駅徒歩1分。東京ドーム徒歩4分。,,35.705017,139.756302
410,豊栄西荻マンション,49,4,55.14,15.29485589,1,0,4290,2LDK,西荻窪,7,南,東京都杉並区西荻北2丁目,https://www.homes.co.jp/mansion/b-1393790000807/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F406n2ru3yepn1od.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1393790000807/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fgh4e2ru3yepn1oe.jpg,25,ペット相談可,エレベーター,スーパー800m以内,,おかげさまで35周年知識と経験のあるスタッフが対応致します。 車でどこでもご案内いたします。,,35.706242,139.603455
411,柏木ローズマンション,47,9,36,6.580371345,1,0,2280,1LDK,大久保,1,東,東京都新宿区北新宿3丁目,https://www.homes.co.jp/mansion/b-37052640000426/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftd453qy3zd270x6.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-37052640000426/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Flmgd3qy3zd270x7.jpg,24,駐車場あり,オートロック,エレベーター,スーパー800m以内,角部屋・2面採光・通風良好 敷地内駐車場・バイク・駐輪場：空有,角部屋,35.703854,139.690979
