,uid,years,minutes,sqrm,distance,renovate,express,price,predict
2248,13203-109,9,15,80,17.02754961,0,0,69000000,61250552.010898806
2249,13203-114,9,15,65,17.02754961,1,0,63000000,53368418.78118252
2250,13203-115,9,15,80,17.02754961,0,0,70000000,61250552.010898806
2251,13203-116,9,15,65,17.02754961,1,0,65000000,53368418.78118252
2252,13203-122,9,15,75,17.02754961,0,0,70000000,57521412.71260994
2253,13203-126,26,8,15,17.02754961,0,0,12000000,10437198.42231467
2254,13203-144,16,5,50,17.02754961,0,0,52000000,45144100.5362654
2255,13203-145,43,6,40,17.02754961,0,0,23000000,21669660.784231797
2256,13203-146,9,5,25,17.02754961,0,0,31000000,30387402.567117885
2257,13203-147,19,15,65,17.02754961,0,0,61000000,44507421.941322505
2258,13203-148,21,11,70,17.02754961,0,0,45000000,51188371.93962806
2259,13203-149,38,2,20,17.02754961,1,0,19000000,16899197.47854014
2260,13203-150,38,2,10,17.02754961,0,0,14000000,6135634.216812102
2261,13203-153,37,4,35,17.02754961,1,0,34000000,26610710.02339839
2262,13203-154,16,15,20,17.02754961,0,0,20000000,12611881.90913564
2263,13203-157,16,15,20,17.02754961,0,0,18000000,12611881.90913564
2264,13203-158,16,4,70,17.02754961,0,0,79000000,61076396.01316053
2265,13203-160,16,15,20,17.02754961,1,0,20000000,15917166.57428595
2266,13203-164,14,4,20,17.02754961,0,0,22000000,24896145.465213828
2267,13203-165,17,11,50,17.02754961,0,0,38000000,38494099.616356485
2268,13203-166,29,6,55,17.02754961,1,0,45000000,43940360.3888423
2269,13203-173,16,15,20,17.02754961,0,0,18000000,12611881.90913564
2270,13203-174,19,15,65,17.02754961,0,0,60000000,44507421.941322505
2271,13203-175,12,8,30,17.02754961,0,0,25000000,29402613.361774866
2272,13203-179,16,15,20,17.02754961,0,0,14000000,12611881.90913564
2273,13203-185,16,4,70,17.02754961,0,0,75000000,61076396.01316053
2274,13203-187,16,15,20,17.02754961,0,0,19000000,12611881.90913564
2275,13203-188,18,8,55,17.02754961,0,0,47000000,44714882.548393354
2276,13203-189,16,15,20,17.02754961,0,0,16000000,12611881.90913564
2277,13203-192,37,7,15,17.02754961,0,0,9300000,5341653.313873645
2278,13203-193,16,4,65,17.02754961,0,0,86000000,57347256.71487166
2279,13203-194,18,8,65,17.02754961,1,0,66000000,55478445.81012139
2280,13203-195,19,15,65,17.02754961,0,0,65000000,44507421.941322505
2281,13203-200,22,5,15,17.02754961,0,0,14000000,15706698.143417533
2282,13203-201,16,15,60,17.02754961,0,0,42000000,42444996.29544656
2283,13203-202,16,15,20,17.02754961,0,0,20000000,12611881.90913564
2284,13203-203,19,15,75,17.02754961,0,0,71000000,51965700.537900224
2285,13203-204,29,9,55,17.02754961,0,0,44000000,37587860.87247301
2286,13203-206,37,7,15,17.02754961,0,0,9800000,5341653.313873645
2287,13203-224,50,3,55,17.02754961,0,0,38000000,32015295.00802056
2288,13203-225,50,4,55,17.02754961,0,0,35000000,30999556.724280905
2289,13203-232,50,4,55,17.02754961,1,0,48000000,34304841.38943122
2290,13203-237,41,4,90,17.02754961,1,0,89000000,65408957.43469202
2291,13203-241,14,7,35,17.02754961,0,0,31000000,33036348.508861445
2292,13203-242,16,4,60,17.02754961,0,0,64000000,53618117.4165828
2293,13203-243,44,3,45,17.02754961,1,0,38000000,31195728.381418973
2294,13203-244,14,11,105,17.02754961,0,0,140000000,81181345.5499469
2295,13203-245,50,3,55,17.02754961,0,0,26000000,32015295.00802056
2296,13203-251,41,4,60,17.02754961,0,0,57000000,39728836.97980852
2297,13203-261,44,4,45,17.02754961,0,0,27000000,26874705.43252901
2298,13203-262,33,14,90,17.02754961,0,0,60000000,56390859.671912886
2299,13203-263,16,3,70,17.02754961,0,0,86000000,62092134.29690018
2300,13203-264,19,6,40,17.02754961,0,0,38000000,35003370.00353511
2301,13203-267,50,7,60,17.02754961,0,0,36000000,31681481.171350792
2302,13203-271,13,9,25,17.02754961,0,0,24000000,24102164.562275365
2303,13203-274,50,7,50,17.02754961,0,0,29000000,24223202.57477306
2304,13203-276,18,11,30,17.02754961,0,0,26000000,23021971.20573006
2305,13203-277,11,10,55,17.02754961,0,0,37000000,46572404.50321084
2306,13203-278,17,13,60,17.02754961,0,0,57000000,43920901.6454549
2307,13203-293,30,13,55,20.15478498,0,0,37000000,32969336.52004341
2308,13203-294,30,14,80,20.15478498,1,0,37000000,53904579.39289838
2309,13203-298,34,6,20,20.15478498,0,0,4700000,11753244.548315082
2310,13203-305,17,5,70,20.15478498,0,0,55000000,59505086.5119499
2311,13203-306,23,2,65,20.15478498,0,0,52000000,55489734.76005418
2312,13203-313,37,3,40,20.15478498,1,0,29000000,31355587.605426908
2313,13203-314,6,2,65,20.15478498,0,0,79000000,64934445.45706069
2314,13203-315,41,5,60,20.15478498,0,0,21000000,38713098.69606885
2315,13203-316,50,9,40,20.15478498,0,0,12000000,14733447.41071602
2316,13203-321,34,8,35,20.15478498,1,0,23000000,24214470.540852666
2317,13203-327,23,9,70,20.15478498,1,0,55000000,55413990.73731574
2318,13203-330,34,3,15,20.15478498,0,0,8000000,11071320.101245191
2319,13203-331,16,6,75,20.15478498,0,0,47000000,62774058.74397007
2320,13203-338,42,7,45,20.15478498,1,0,32000000,28243917.68140228
2321,13203-339,46,7,55,20.15478498,0,0,23000000,30174626.742945816
2322,13203-340,24,11,65,20.15478498,0,0,43000000,45792518.98892628
2323,13203-344,34,6,20,20.15478498,0,0,12000000,11753244.548315082
2324,13203-350,33,11,55,20.15478498,1,0,30000000,36639384.10026012
2325,13203-351,34,3,15,20.15478498,0,0,8000000,11071320.101245191
2326,13203-352,42,7,60,20.15478498,0,0,32000000,36126050.91111857
2327,13203-356,24,8,75,20.15478498,0,0,51000000,56298012.43672298
2328,13203-357,15,4,55,20.15478498,1,0,48000000,53749834.000915214
2329,13203-359,41,5,65,20.15478498,1,0,37000000,45747522.65950802
2330,13203-360,49,6,65,17.02754961,0,0,54000000,36981929.97085029
2331,13203-361,6,10,70,17.02754961,0,0,90000000,60537678.48543229
2332,13203-362,7,16,70,17.02754961,0,0,77000000,53887677.56552337
2333,13203-365,49,8,70,17.02754961,1,0,72000000,41984877.36681014
2334,13203-366,6,10,70,17.02754961,0,0,74000000,60537678.48543229
2335,13203-368,51,6,50,17.02754961,1,0,33000000,27988654.306192063
2336,13203-370,51,6,70,17.02754961,1,0,54000000,42905211.499347515
2337,13203-371,12,5,30,17.02754961,1,0,41000000,35755112.87814415
2338,13203-372,48,8,45,17.02754961,0,0,33000000,20589467.42768649
2339,13203-376,22,6,55,17.02754961,0,0,57000000,44524074.245988786
2340,13203-377,48,8,80,17.02754961,1,0,68000000,49998727.18085885
2341,13203-378,6,10,70,17.02754961,0,0,82000000,60537678.48543229
2342,13203-383,11,10,75,18.72812462,0,1,72000000,61488961.69636629
2343,13203-386,17,14,65,21.95318781,0,0,38000000,46634302.6600041
2344,13203-396,19,10,70,20.15478498,1,0,43000000,56620537.32345997
2345,13203-397,29,3,55,20.15478498,0,0,41000000,43682290.57491096
2346,13203-404,35,4,30,20.15478498,0,0,7500000,20687428.494901158
2347,13203-405,30,8,50,20.15478498,0,0,26000000,34318888.64045283
2348,13203-409,32,6,20,20.15478498,0,0,7500000,12864386.983257022
2349,13203-417,15,11,75,20.15478498,0,0,55000000,58250938.54274275
2350,13203-419,22,1,30,20.15478498,0,0,17000000,30957069.173242763
2351,13203-424,10,10,75,20.15478498,0,0,60000000,62044532.91383726
2352,13203-427,30,5,50,20.15478498,0,0,24000000,37366103.49167181
2353,13203-428,29,5,35,20.15478498,0,0,23000000,26734256.81427619
2354,13203-429,10,10,80,20.15478498,0,0,60000000,65773672.21212613
2355,13203-431,13,14,65,20.15478498,0,0,35000000,48856587.52988799
2356,13203-432,25,2,40,20.15478498,0,0,25000000,35732895.83366791
2357,13203-434,10,8,70,20.15478498,0,0,42000000,60346870.18302772
2358,13203-437,6,2,65,20.15478498,0,0,73000000,64934445.45706069
2359,13203-443,13,14,65,20.15478498,0,0,36000000,48856587.52988799
2360,13203-446,7,19,75,21.95318781,0,0,47000000,54569602.012593254
2361,13203-453,11,16,75,21.95318781,0,0,47000000,55394531.99392834
2362,13203-454,11,16,75,21.95318781,0,0,47000000,55394531.99392834
2363,13203-458,7,13,75,21.95318781,0,0,51000000,60664031.7150312
2364,13203-460,70,19,80,21.95318781,0,0,51000000,23297754.610210918
2365,13203-463,11,16,80,21.95318781,0,0,47000000,59123671.29221721
2366,13203-469,6,20,70,20.15478498,0,0,53000000,50380295.648035705
2367,13203-470,7,21,85,20.15478498,0,0,49000000,59996404.04169167
2368,13203-474,7,21,75,20.15478498,0,0,45000000,52538125.445113935
2369,13203-476,7,23,70,20.15478498,0,0,40000000,46777509.579345755
2370,13203-495,31,19,50,18.72812462,0,1,21000000,22590196.301845618
2371,13203-496,33,15,70,18.72812462,1,1,37000000,43763848.86016808
2372,13203-497,11,26,20,18.72812462,0,1,9900000,4216616.8753542565
2373,13203-498,27,16,25,18.72812462,0,1,9000000,9213999.531504162
2374,13203-505,7,25,65,18.72812462,0,1,46000000,41016893.71357757
2375,13203-506,32,19,40,18.72812462,0,1,14000000,14576346.487796918
2376,13203-517,13,14,95,18.72812462,0,1,48000000,71231423.31962118
2377,13203-521,10,29,20,20.15478498,0,0,11000000,1724973.2416062541
2378,13203-527,14,16,15,20.15478498,0,0,8700000,8978146.76204906
2379,13203-532,14,16,20,20.15478498,0,0,8400000,12707286.060337923
2380,13203-534,50,13,55,20.15478498,1,0,24000000,25163196.835774295
2381,13203-535,14,17,15,20.15478498,0,0,17000000,7962408.478309404
2382,13203-544,28,14,15,18.72812462,0,1,11000000,3231626.2849347778
2383,13203-546,9,3,60,18.72812462,0,1,72000000,58522854.22261926
2384,13203-547,51,13,40,18.72812462,0,1,22000000,10114923.058286414
2385,13203-548,9,3,60,18.72812462,0,1,70000000,58522854.22261926
2386,13203-551,4,7,70,18.72812462,1,1,72000000,68001320.43674351
2387,13203-552,12,12,60,18.72812462,0,1,48000000,47714496.016549416
2388,13203-553,49,9,30,18.72812462,0,1,21000000,7830740.031609267
2389,13203-554,7,7,30,18.72812462,0,1,26000000,33196207.73286938
2390,13203-555,12,12,40,18.72812462,0,1,28000000,32797938.823393956
2391,13203-556,21,6,100,18.72812462,0,1,92000000,78641899.14805953
2392,13203-557,21,6,95,18.72812462,0,1,70000000,74912759.84977067
2393,13203-558,9,2,70,18.72812462,0,1,79000000,66996871.10293664
2394,13203-562,9,3,80,18.72812462,0,1,90000000,73439411.4157747
2395,13203-564,21,5,95,18.72812462,0,1,89000000,75928498.13351032
2396,13203-565,9,2,60,18.72812462,0,1,69000000,59538592.506358914
2397,13203-566,49,9,30,18.72812462,1,1,18000000,11136024.696759578
2398,13203-569,53,13,45,18.72812462,0,1,25000000,12732919.92163334
2399,13203-570,51,11,40,18.72812462,0,1,13000000,12146399.625765733
2400,13203-572,7,7,35,18.72812462,0,1,30000000,36925347.03115824
2401,13203-576,9,3,90,18.72812462,0,1,100000000,80897690.01235244
2402,13203-577,21,3,65,18.72812462,0,1,50000000,55585138.911256455
2403,13203-578,9,2,95,18.72812462,0,1,120000000,85642567.59438094
2404,13203-582,9,2,60,18.72812462,1,1,70000000,62843877.17150923
2405,13203-583,9,3,80,18.72812462,0,1,90000000,73439411.4157747
2406,13203-584,9,2,60,18.72812462,0,1,70000000,59538592.506358914
2407,13203-585,28,17,20,18.72812462,1,1,7000000,7218835.397154979
2408,13203-586,12,2,25,18.72812462,0,1,21000000,31767903.765923947
2409,13203-587,53,13,45,18.72812462,0,1,16000000,12732919.92163334
2410,13203-589,9,3,60,18.72812462,0,1,71000000,58522854.22261926
2411,13203-590,21,4,55,18.72812462,0,1,38000000,47111122.03093907
2412,13203-591,53,13,45,18.72812462,0,1,13000000,12732919.92163334
2413,13203-592,53,13,45,18.72812462,0,1,13000000,12732919.92163334
2414,13203-593,35,4,15,18.72812462,0,1,15000000,9500010.600034565
2415,13203-595,35,4,15,18.72812462,0,1,9800000,9500010.600034565
2416,13203-596,28,14,20,18.72812462,1,1,7300000,10266050.248373952
2417,13203-597,40,14,90,18.72812462,1,1,50000000,55807145.8147664
2418,13203-598,14,2,70,18.72812462,0,1,68000000,64219015.01558179
2419,13203-599,9,3,85,18.72812462,0,1,100000000,77168550.71406358
2420,13203-602,9,15,55,18.72812462,0,1,72000000,42604855.51945449
2421,13203-603,40,15,80,18.72812462,1,1,49000000,47333128.93444901
2422,13203-604,9,3,90,18.72812462,0,1,130000000,80897690.01235244
2423,13203-605,33,13,10,18.72812462,0,1,3000000,-2259630.816969283
2424,13203-606,51,11,35,18.72812462,0,1,9500000,8417260.32747687
2425,13203-608,35,11,15,18.72812462,1,1,7000000,5695127.279007267
2426,13203-609,22,6,65,18.72812462,0,1,55000000,51982352.84256651
2427,13203-610,15,12,65,18.72812462,0,1,63000000,49776921.66242536
2428,13203-611,9,2,95,18.72812462,0,1,130000000,85642567.59438094
2429,13203-613,9,3,35,18.72812462,1,1,36000000,43182442.396325245
2430,13203-614,15,11,60,18.72812462,1,1,55000000,50368805.31302647
2431,13203-615,23,5,30,18.72812462,0,1,14000000,26338544.820813157
2432,13203-620,15,11,45,18.72812462,0,1,42000000,35876102.75300957
2433,13203-621,15,11,45,18.72812462,1,1,42000000,39181387.41815987
2434,13203-622,9,2,85,18.72812462,0,1,120000000,78184288.99780324
2435,13203-623,12,2,65,18.72812462,0,1,65000000,61601018.15223486
2436,13203-624,28,14,15,18.72812462,1,1,7800000,6536910.950085089
2437,13203-625,9,3,60,18.72812462,0,1,74000000,58522854.22261926
2438,13203-626,6,6,60,18.72812462,0,1,52000000,57142353.023813196
2439,13203-627,22,6,60,18.72812462,0,1,43000000,48253213.54427765
2440,13203-633,12,2,35,18.72812462,0,1,39000000,39226182.36250168
2441,13203-634,53,13,30,18.72812462,1,1,9500000,4850786.691917058
2442,13203-635,9,3,60,18.72812462,0,1,73000000,58522854.22261926
2443,13203-636,37,14,55,18.72812462,1,1,45000000,31369884.37915726
2444,13203-637,9,2,70,18.72812462,0,1,85000000,66996871.10293664
2445,13203-641,22,9,65,18.72812462,0,1,43000000,48935137.99134754
2446,13203-642,35,11,25,18.72812462,0,1,10000000,9848121.210434683
2447,13203-646,5,14,65,18.72812462,0,1,50000000,53301157.269655764
2448,13203-647,5,13,70,18.72812462,0,1,64000000,58046034.85168429
2449,13203-648,5,14,70,18.72812462,1,1,61000000,60335581.23309494
2450,13203-650,3,12,60,18.72812462,0,1,49000000,52714636.97378816
2451,13203-651,50,13,60,18.72812462,0,1,25000000,25587051.468912847
2452,13203-659,29,14,25,18.72812462,1,1,9700000,13439618.329191845
2453,13203-660,29,13,15,18.72812462,1,1,8800000,6997078.016353775
2454,13203-661,35,11,20,18.72812462,1,1,8000000,9424266.57729613
2455,13203-666,34,13,65,18.72812462,0,1,39000000,38205330.24673725
2456,13203-671,34,13,55,18.72812462,0,1,33000000,30747051.650159523
2457,13203-672,5,14,75,18.72812462,0,1,75000000,60759435.86623349
2458,13203-679,29,12,20,18.72812462,0,1,6300000,8436670.933231987
2459,13203-680,3,6,70,18.72812462,0,1,85000000,66267345.272803836
2460,13203-681,3,5,65,18.72812462,0,1,78000000,63553944.258254625
2461,13203-682,29,12,15,18.72812462,1,1,7900000,8012816.300093435
2462,13203-688,24,19,50,18.72812462,0,1,29000000,26479194.82414242
2463,13203-689,14,12,20,18.72812462,0,1,19000000,16770239.19529656
2464,13203-690,23,17,55,18.72812462,0,1,28000000,32795381.90738157
2465,13203-691,34,11,40,18.72812462,1,1,32000000,24896394.987922553
2466,13203-692,3,6,65,18.72812462,0,1,76000000,62538205.97451497
2467,13203-697,35,10,65,18.72812462,0,1,48000000,40696973.88048525
2468,13203-698,19,15,55,18.72812462,1,1,40000000,40354428.00989509
2469,13203-699,24,5,50,18.72812462,0,1,27000000,40699530.796497636
2470,13203-704,6,18,65,18.72812462,0,1,61000000,48682632.91722615
2471,13203-705,35,10,30,18.72812462,0,1,11000000,14592998.792463206
2472,13203-709,14,12,15,18.72812462,0,1,19000000,13041099.897007696
2473,13203-710,34,10,40,18.72812462,0,1,19000000,22606848.606511902
2474,13203-712,15,23,75,18.72812462,0,1,51000000,46062079.13786685
2475,13203-713,48,20,65,18.72812462,0,1,24000000,23317165.21596604
2476,13203-714,15,23,80,18.72812462,0,1,54000000,49791218.436155714
2477,13203-715,15,23,75,18.72812462,0,1,56000000,46062079.13786685
2478,13203-722,18,20,75,18.72812462,1,1,52000000,50747865.00182322
2479,13203-723,15,24,95,18.72812462,1,1,80000000,63268182.71243296
2480,13203-725,21,15,70,18.72812462,1,1,55000000,50430703.46981973
2481,13203-726,11,19,35,18.72812462,0,1,25000000,22514202.756398458
2482,13203-727,15,23,75,18.72812462,0,1,52000000,46062079.13786685
2483,13203-729,7,25,65,18.72812462,0,1,44000000,41016893.71357757
2484,13204-15,18,21,80,20.15478498,0,0,39000000,50155981.35122211
2485,13204-16,15,13,75,20.15478498,1,0,45000000,59524746.640413746
2486,13204-26,15,20,85,20.15478498,1,0,39000000,59872857.25081387
2487,13204-27,15,13,75,20.15478498,0,0,52000000,56219461.97526343
2488,13204-33,45,17,65,20.15478498,0,0,15000000,28031093.71959793
2489,13204-34,8,20,75,20.15478498,0,0,49000000,52998292.511382625
2490,13204-35,12,19,55,20.15478498,0,0,27000000,36875188.73208294
2491,13204-44,17,25,40,20.15478498,0,0,27000000,16815485.04742354
2492,13204-48,15,13,75,20.15478498,1,0,48000000,59524746.640413746
2493,13204-59,18,25,80,20.15478498,0,0,35000000,46093028.21626348
2494,13204-60,15,13,75,20.15478498,0,0,45000000,56219461.97526343
2495,13204-70,45,17,70,20.15478498,0,0,20000000,31760233.017886795
2496,13204-76,13,20,70,20.15478498,0,0,41000000,46491297.125738904
2497,13204-77,18,25,25,20.15478498,0,0,31000000,5072495.935085975
2498,13204-78,15,13,75,20.15478498,0,0,39000000,56219461.97526343
2499,13204-84,10,26,60,20.15478498,0,0,18000000,34605302.47913614
2500,13204-92,15,14,70,20.15478498,0,0,41000000,51474584.39323491
2501,13204-93,24,14,55,20.15478498,1,0,30000000,38592310.20627989
2502,13204-272,6,11,60,18.72812462,0,1,46000000,52063661.60511491
2503,13204-280,20,8,55,18.72812462,1,1,51000000,46909024.77860173
2504,13204-281,17,10,40,18.72812462,0,1,50000000,32051559.303518414
2505,13204-296,14,28,65,18.72812462,1,1,39000000,37385965.005212106
2506,13204-297,5,6,70,18.72812462,0,1,67000000,65156202.837861896
2507,13204-302,9,12,70,18.72812462,0,1,66000000,56839488.265540056
2508,13204-307,5,6,55,18.72812462,0,1,55000000,53968784.9429953
2509,13204-308,20,7,55,18.72812462,0,1,40000000,44619478.39719107
2510,13204-318,32,28,40,18.72812462,1,1,15000000,8739986.599290308
2511,13204-319,26,26,45,18.72812462,0,1,28000000,14528745.104734004
2512,13204-321,18,9,70,18.72812462,0,1,53000000,54886562.15952029
2513,13204-322,22,10,65,18.72812462,0,1,39000000,47919399.70760788
2514,13204-323,32,28,40,18.72812462,0,1,11000000,5434701.934139997
2515,13204-324,11,4,70,18.72812462,0,1,62000000,63854252.10051538
2516,13204-335,11,4,30,18.72812462,1,1,28000000,37326422.37935478
2517,13204-358,21,9,55,18.72812462,0,1,42000000,42032430.612240784
2518,13204-359,32,13,15,18.72812462,0,1,9500000,2025079.6987905502
2519,13204-360,14,25,70,18.72812462,0,1,48000000,40857034.48956964
2520,13204-372,18,9,60,18.72812462,1,1,55000000,50733568.22809288
2521,13204-374,6,29,60,18.72812462,0,1,3900000,33780372.49780105
2522,13204-433,13,25,70,17.02754961,0,0,45000000,41412605.70704061
2523,13204-435,23,21,20,17.02754961,1,0,14000000,5933738.349551201
2524,13204-436,13,25,70,17.02754961,0,0,46000000,41412605.70704061
2525,13204-442,15,30,70,17.02754961,0,0,38000000,35222771.85340038
2526,13204-449,32,6,15,18.72812462,0,1,11000000,9135247.684968159
2527,13204-450,14,29,70,18.72812462,0,1,46000000,36794081.35461101
2528,13204-453,25,10,15,18.72812462,0,1,15000000,8961293.072306328
2529,13204-454,19,6,55,18.72812462,1,1,49000000,49496072.563552015
2530,13204-456,22,16,55,18.72812462,0,1,30000000,34366691.4085922
2531,13204-457,33,10,30,18.72812462,0,1,14000000,15704141.22740515
2532,13204-460,12,30,75,18.72812462,0,1,49000000,40618624.80410215
2533,13204-461,32,6,15,18.72812462,1,1,9200000,12440532.35011847
2534,13204-462,6,30,70,18.72812462,0,1,45000000,40222912.81063912
2535,13204-463,6,4,30,18.72812462,0,1,34000000,36798993.80155933
2536,13204-464,32,6,15,18.72812462,0,1,15000000,9135247.684968159
2537,13204-465,9,25,40,18.72812462,0,1,26000000,21260054.78719131
2538,13204-466,20,5,65,18.72812462,0,1,62000000,54109233.561248116
2539,13204-467,12,24,70,18.72812462,0,1,42000000,42983915.208251245
2540,13204-468,25,10,15,18.72812462,0,1,7800000,8961293.072306328
2541,13204-469,23,25,75,18.72812462,0,1,40000000,39586032.83061976
2542,13204-470,25,10,20,18.72812462,0,1,13000000,12690432.37059519
2543,13204-471,20,6,70,18.72812462,1,1,55000000,60127919.24094763
2544,13204-472,23,24,55,18.72812462,1,1,28000000,28990498.586354278
2545,13204-473,28,4,15,18.72812462,0,1,12000000,13389009.122331362
2546,13204-481,8,15,80,18.72812462,0,1,59000000,61806123.22836978
2547,13204-482,35,18,20,18.72812462,0,1,8000000,-991186.0740317889
2548,13204-483,25,5,40,18.72812462,0,1,25000000,32685680.982448936
2549,13204-484,12,24,70,18.72812462,0,1,42000000,42983915.208251245
2550,13204-485,28,8,45,18.72812462,1,1,42000000,35006176.44225623
2551,13204-491,14,22,85,18.72812462,0,1,52000000,55091667.23565521
2552,13204-493,4,9,70,18.72812462,0,1,74000000,62664559.20411389
2553,13204-494,47,9,85,18.72812462,1,1,46000000,53267699.41287903
2554,13204-495,23,12,55,18.72812462,0,1,39000000,37874073.32607987
2555,13204-496,28,8,45,18.72812462,1,1,46000000,35006176.44225623
2556,13204-497,34,16,35,18.72812462,1,1,24000000,16088564.270935401
2557,13204-498,17,30,80,18.72812462,1,1,55000000,44875192.68018647
2558,13204-499,23,20,65,18.72812462,0,1,37000000,37206445.65274032
2559,13204-500,16,16,65,18.72812462,1,1,42000000,48463681.97514606
2560,13204-501,27,20,80,18.72812462,0,1,30000000,46171578.67772303
2561,13204-505,14,5,30,18.72812462,0,1,28000000,31338685.778051898
2562,13204-507,18,29,55,18.72812462,0,1,28000000,23384378.58986053
2563,13204-508,14,29,75,18.72812462,0,1,41000000,40523220.65289987
2564,13204-509,23,20,65,18.72812462,0,1,34000000,37206445.65274032
2565,13204-510,28,18,25,18.72812462,0,1,8000000,6626951.746553868
2566,13204-511,42,9,45,18.72812462,1,1,24000000,26212441.11392296
2567,13204-512,32,6,15,18.72812462,0,1,9200000,9135247.684968159
2568,13204-513,47,9,65,18.72812462,0,1,34000000,35045857.55457325
2569,13204-514,8,21,60,18.72812462,0,1,39000000,40795136.33277638
2570,13204-515,14,19,70,18.72812462,0,1,49000000,46951464.192007594
2571,13204-517,16,5,65,18.72812462,0,1,63000000,56331518.431131996
2572,13204-518,34,16,35,18.72812462,0,1,16000000,12783279.60578509
2573,13204-519,14,29,80,18.72812462,0,1,44000000,44252359.951188736
2574,13204-520,32,8,55,18.72812462,0,1,30000000,36936885.50379975
2575,13204-523,10,6,70,18.72812462,0,1,60000000,62378346.750507034
2576,13204-525,17,30,65,18.72812462,1,1,50000000,33687774.78531987
2577,13204-527,17,30,80,18.72812462,0,1,42000000,41569908.01503616
2578,13204-528,21,14,60,18.72812462,0,1,35000000,40682878.491831355
2579,13204-529,17,4,30,18.72812462,0,1,26000000,30687710.40937864
2580,13204-530,23,24,55,18.72812462,0,1,28000000,25685213.921203963
2581,13204-531,15,29,70,18.72812462,0,1,42000000,36238510.137140036
2582,13204-541,24,11,55,18.72812462,1,1,47000000,41639525.057498865
2583,13204-544,17,30,65,18.72812462,0,1,37000000,30382490.120169565
2584,13204-546,8,21,65,18.72812462,0,1,39000000,44524275.631065235
2585,13204-547,21,17,60,18.72812462,0,1,39000000,37635663.64061238
2586,13204-548,28,4,15,18.72812462,0,1,11000000,13389009.122331362
2587,13204-549,20,24,70,18.72812462,0,1,41000000,38539345.46848347
2588,13204-550,20,4,60,18.72812462,0,1,50000000,51395832.54669891
2589,13204-551,21,14,65,18.72812462,0,1,37000000,44412017.790120214
2590,13204-552,8,20,55,18.72812462,0,1,31000000,38081735.31822717
2591,13204-557,12,30,80,18.72812462,0,1,49000000,44347764.10239102
2592,13204-558,28,8,45,18.72812462,1,1,40000000,35006176.44225623
2593,13204-559,28,8,60,18.72812462,1,1,53000000,46193594.33712283
2594,13204-560,32,6,15,18.72812462,1,1,12000000,12440532.35011847
2595,13204-561,29,7,25,18.72812462,0,1,8000000,17244501.650219142
2596,13204-562,23,25,70,18.72812462,1,1,40000000,39162178.19748121
2597,13204-569,10,6,70,18.72812462,0,1,52000000,62378346.750507034
2598,13204-570,15,28,60,18.72812462,0,1,33000000,29795969.824301966
2599,13204-571,25,10,15,18.72812462,0,1,9000000,8961293.072306328
2600,13204-572,6,4,30,18.72812462,0,1,33000000,36798993.80155933
2601,13204-573,4,9,70,18.72812462,0,1,88000000,62664559.20411389
2602,13204-574,35,19,20,18.72812462,0,1,6200000,-2006924.357771445
2603,13204-575,34,4,10,18.72812462,0,1,6200000,6326442.51921667
2604,13204-577,15,8,70,18.72812462,1,1,60000000,60874298.76082317
2605,13204-578,12,30,80,18.72812462,1,1,52000000,47653048.767541334
2606,13204-579,28,8,45,18.72812462,1,1,40000000,35006176.44225623
2607,13204-582,8,15,65,18.72812462,0,1,51000000,50618705.33350319
2608,13204-583,14,29,75,18.72812462,0,1,48000000,40523220.65289987
2609,13204-585,20,5,50,18.72812462,0,1,47000000,42921815.66638152
2610,13204-586,23,23,55,18.72812462,1,1,34000000,30006236.870093934
2611,13204-587,12,24,70,18.72812462,0,1,45000000,42983915.208251245
2612,13204-588,25,10,15,18.72812462,0,1,11000000,8961293.072306328
2613,13204-589,15,16,55,18.72812462,0,1,34000000,38255689.930889
2614,13204-590,23,24,55,18.72812462,1,1,35000000,28990498.586354278
2615,13204-591,32,6,15,18.72812462,0,1,13000000,9135247.684968159
2616,13204-592,33,10,15,18.72812462,0,1,8400000,4516723.332538556
2617,13204-593,47,9,60,18.72812462,0,1,16000000,31316718.256284393
2618,13204-594,16,16,65,18.72812462,0,1,39000000,45158397.309995756
2619,13204-595,16,16,60,18.72812462,0,1,42000000,41429258.011706896
2620,13204-596,17,30,70,18.72812462,1,1,50000000,37416914.08360874
2621,13204-597,14,2,45,18.72812462,0,1,39000000,45573318.52413747
2622,13204-598,8,21,60,18.72812462,0,1,38000000,40795136.33277638
2623,13204-599,28,8,50,18.72812462,0,1,40000000,35430031.07539478
2624,13204-603,21,15,55,18.72812462,0,1,43000000,35938000.90980283
2625,13204-604,28,4,15,18.72812462,0,1,9500000,13389009.122331362
2626,13204-605,40,24,60,18.72812462,0,1,27000000,19969642.52248632
2627,13204-606,20,24,70,18.72812462,0,1,32000000,38539345.46848347
2628,13204-607,14,23,65,18.72812462,0,1,42000000,39159371.758760095
2629,13204-610,47,9,65,18.72812462,0,1,26000000,35045857.55457325
2630,13204-612,32,6,15,18.72812462,0,1,12000000,9135247.684968159
2631,13204-613,47,10,60,18.72812462,0,1,30000000,30300979.972544737
2632,13204-614,14,23,85,18.72812462,1,1,50000000,57381213.61706587
2633,13204-615,25,11,50,18.72812462,0,1,35000000,34049529.87658872
2634,13204-616,12,24,70,18.72812462,0,1,46000000,42983915.208251245
