,uid,years,minutes,sqrm,distance,renovate,express,price,predict
2635,13204-617,29,16,50,18.72812462,0,1,28000000,26748553.588006534
2636,13204-627,14,25,60,18.72812462,0,1,35000000,33398755.892991915
2637,13204-628,12,24,70,18.72812462,0,1,43000000,42983915.208251245
2638,13204-630,42,9,50,18.72812462,1,1,33000000,29941580.412211828
2639,13204-631,12,30,75,18.72812462,1,1,49000000,43923909.46925247
2640,13204-632,13,24,65,18.72812462,0,1,40000000,38699204.692491405
2641,13204-634,14,22,60,18.72812462,1,1,44000000,39751255.409361206
2642,13204-635,17,30,70,18.72812462,0,1,46000000,34111629.41845843
2643,13204-637,4,3,65,18.72812462,0,1,79000000,65029849.60826297
2644,13204-638,30,25,40,18.72812462,1,1,8000000,12898343.885451224
2645,13204-640,22,18,60,18.72812462,0,1,40000000,36064354.13940175
2646,13204-641,14,22,85,18.72812462,0,1,41000000,55091667.23565521
2647,13204-643,21,15,55,18.72812462,0,1,39000000,35938000.90980283
2648,13204-644,28,8,45,18.72812462,1,1,40000000,35006176.44225623
2649,13204-645,28,8,55,18.72812462,1,1,49000000,42464455.03883396
2650,13204-647,30,30,15,17.02754961,0,0,5000000,-14131328.689841703
2651,13204-651,23,30,55,17.02754961,0,0,33000000,19590784.21876601
2652,13204-691,22,30,55,18.72812462,1,1,28000000,23451640.1013873
2653,13204-692,22,30,55,18.72812462,1,1,28000000,23451640.1013873
2654,13204-697,23,29,75,18.72812462,1,1,44000000,38828364.36081144
2655,13204-728,18,20,75,20.15478498,0,0,39000000,47442580.3366729
2656,13204-746,14,20,75,20.15478498,0,0,38000000,49664865.2065568
2657,13204-863,20,28,55,20.15478498,0,0,28000000,23288974.438658245
2658,13204-869,20,28,60,20.15478498,0,0,33000000,27018113.73694711
2659,13204-870,20,28,60,20.15478498,1,0,34000000,30323398.402097426
2660,13204-881,20,29,55,20.15478498,0,0,26000000,22273236.15491859
2661,13204-883,20,28,60,20.15478498,0,0,26000000,27018113.73694711
2662,13204-899,5,28,75,17.02754961,1,0,54000000,49844384.55902858
2663,13204-900,5,28,65,17.02754961,0,0,44000000,39080821.29730054
2664,13204-904,21,30,75,17.02754961,0,0,38000000,35618483.84686341
2665,13204-905,21,30,60,17.02754961,0,0,29000000,24431065.951996826
2666,13204-906,21,30,70,17.02754961,0,0,35000000,31889344.548574552
2667,13210-6,33,5,35,21.95318781,1,0,17000000,27817256.609542616
2668,13210-41,14,8,55,21.95318781,0,0,32000000,46937167.41827724
2669,13210-54,3,14,50,23.60463644,0,0,34000000,43224881.80973111
2670,13210-58,8,13,70,23.60463644,0,0,49000000,56379321.19927137
2671,13210-60,3,14,70,23.60463644,0,0,51000000,58141439.00288657
2672,13210-71,21,13,70,23.60463644,1,0,46000000,52462180.03729905
2673,13210-72,3,14,70,23.60463644,0,0,53000000,58141439.00288657
2674,13210-73,3,14,70,23.60463644,0,0,52000000,58141439.00288657
2675,13210-85,3,14,55,23.60463644,0,0,38000000,46954021.10801998
2676,13210-92,19,9,65,21.95318781,0,0,35000000,50601851.64376045
2677,13210-101,25,11,75,21.95318781,0,0,36000000,52695226.36803304
2678,13210-103,25,11,80,21.95318781,1,0,43000000,59729650.33147221
2679,13210-104,25,14,75,21.95318781,0,0,35000000,49648011.51681405
2680,13210-110,42,12,65,23.60463644,0,0,21000000,34776498.79070914
2681,13210-111,35,4,15,23.60463644,0,0,11000000,9500010.600034565
2682,13210-112,12,9,20,23.60463644,0,0,16000000,20928596.481457476
2683,13210-115,35,4,15,23.60463644,0,0,6500000,9500010.600034565
2684,13210-116,21,5,65,23.60463644,0,0,34000000,53553662.34377714
2685,13210-117,12,9,20,23.60463644,0,0,14000000,20928596.481457476
2686,13210-132,12,9,20,23.60463644,0,0,18000000,20928596.481457476
2687,13210-138,12,9,20,23.60463644,0,0,16000000,20928596.481457476
2688,13210-142,15,7,75,23.60463644,1,0,45000000,65619176.34285169
2689,13210-147,18,10,65,23.60463644,0,0,36000000,50141684.57749176
2690,13210-152,33,7,15,23.60463644,0,0,5200000,7563938.183757532
2691,13210-153,33,7,15,23.60463644,0,0,5300000,7563938.183757532
2692,13210-155,17,18,60,23.60463644,1,0,40000000,42147494.891906925
2693,13210-159,17,18,80,23.60463644,1,0,37000000,57064052.08506238
2694,13210-161,12,9,20,23.60463644,0,0,19000000,20928596.481457476
2695,13210-162,25,8,15,23.60463644,0,0,6900000,10992769.639785644
2696,13210-163,35,4,55,23.60463644,0,0,23000000,39333124.98634548
2697,13210-166,42,13,50,23.60463644,0,0,14000000,22573342.61210288
2698,13210-167,17,18,70,23.60463644,0,0,28000000,46300488.82333434
2699,13210-168,35,19,55,25.95603852,0,1,24000000,24097050.730250604
2700,13210-171,24,14,80,25.95603852,1,1,40000000,57238006.69772421
2701,13210-190,11,23,75,23.60463644,0,0,35000000,48284364.007750735
2702,13210-191,17,11,70,23.60463644,0,0,32000000,53410656.809511945
2703,13210-199,24,24,65,23.60463644,0,0,32000000,32587921.300310716
2704,13210-232,11,23,70,23.60463644,0,0,34000000,44555224.70946187
2705,13210-239,11,23,75,23.60463644,0,0,33000000,48284364.007750735
2706,13210-246,18,20,70,23.60463644,0,0,26000000,43713441.03838405
2707,13210-266,13,14,55,23.60463644,0,0,33000000,41398308.93331026
2708,13210-267,33,15,55,23.60463644,1,0,24000000,32576430.96530149
2709,13210-268,19,21,60,23.60463644,1,0,24000000,37989137.60574601
2710,13210-281,13,20,65,23.60463644,0,0,27000000,42762157.82745004
2711,13210-282,13,20,65,23.60463644,0,0,34000000,42762157.82745004
2712,13210-283,18,20,70,23.60463644,0,0,30000000,43713441.03838405
2713,13210-284,24,18,75,23.60463644,0,0,23000000,46140629.599326394
2714,13210-288,19,21,60,23.60463644,1,0,33000000,37989137.60574601
2715,13210-296,6,14,60,23.60463644,0,0,34000000,49016446.75389592
2716,13210-297,13,14,65,23.60463644,0,0,33000000,48856587.52988799
2717,13210-300,19,18,60,23.60463644,0,0,27000000,37731067.79181467
2718,13210-301,19,21,65,23.60463644,0,0,26000000,38412992.23888455
2719,13210-303,13,14,55,23.60463644,1,0,34000000,44703593.59846058
2720,13210-304,16,19,85,23.60463644,1,0,40000000,60333024.31708256
2721,13210-309,13,14,65,23.60463644,0,0,34000000,48856587.52988799
2722,13210-310,18,20,70,23.60463644,0,0,29000000,43713441.03838405
2723,13210-314,26,14,50,23.60463644,0,0,7000000,30446743.807898767
2724,13210-325,13,14,75,23.60463644,0,0,38000000,56314866.126465715
2725,13210-326,13,14,60,23.60463644,0,0,34000000,45127448.23159913
2726,13210-331,19,21,70,23.60463644,0,0,32000000,42142131.53717342
2727,13210-404,33,11,55,21.95318781,1,0,27000000,36639384.10026012
2728,13210-428,33,11,50,21.95318781,1,0,27000000,32910244.801971257
2729,13210-441,18,13,55,21.95318781,0,0,26000000,39636191.129695065
2730,13210-448,20,3,65,23.60463644,1,0,49000000,59445994.79387774
2731,13210-449,10,1,50,23.60463644,0,0,47000000,52540480.97604987
2732,13210-450,8,4,50,23.60463644,0,0,32000000,50604408.559772834
2733,13210-451,31,4,25,23.60463644,0,0,12000000,19180574.066496175
2734,13210-452,17,7,70,23.60463644,1,0,50000000,60778894.609620884
2735,13210-453,23,5,70,23.60463644,0,0,42000000,56171659.20712407
2736,13210-454,10,1,60,23.60463644,0,0,55000000,59998759.572627604
2737,13210-460,45,5,30,23.60463644,1,0,13000000,17421262.701602094
2738,13210-461,19,10,55,23.60463644,0,0,40000000,42127834.76344307
2739,13210-462,4,10,25,23.60463644,0,0,17000000,28086567.23577445
2740,13210-463,6,3,20,23.60463644,0,0,18000000,30356453.488721255
2741,13210-464,31,4,20,23.60463644,0,0,7500000,15451434.768207312
2742,13210-465,18,6,65,23.60463644,0,0,37000000,54204637.7124504
2743,13210-471,14,3,60,23.60463644,1,0,43000000,59050282.80041472
2744,13210-472,11,3,60,23.60463644,0,0,45000000,57411711.78767731
2745,13210-474,11,3,65,23.60463644,0,0,49000000,61140851.08596618
2746,13210-475,17,7,70,23.60463644,1,0,53000000,60778894.609620884
2747,13210-476,24,5,55,23.60463644,0,0,28000000,44428670.0947865
2748,13210-484,19,10,70,23.60463644,1,0,49000000,56620537.32345997
2749,13210-485,8,4,50,23.60463644,0,0,34000000,50604408.559772834
2750,13210-486,20,6,65,23.60463644,0,0,33000000,53093495.27750845
2751,13210-487,8,6,50,23.60463644,0,0,38000000,48572931.99229352
2752,13210-488,24,11,70,23.60463644,1,0,57000000,52826942.95236545
2753,13210-489,20,3,65,23.60463644,0,0,36000000,56140710.12872743
2754,13210-490,10,1,70,23.60463644,0,0,63000000,67457038.16920534
2755,13210-499,24,8,50,23.60463644,0,0,28000000,37652315.94527866
2756,13210-500,15,4,55,23.60463644,0,0,30000000,50444549.3357649
2757,13210-501,45,5,30,23.60463644,0,0,3500000,14115978.036451783
2758,13210-502,31,4,55,23.60463644,0,0,30000000,41555409.856229365
2759,13210-503,17,7,70,23.60463644,0,0,42000000,57473609.94447058
2760,13210-504,10,1,55,23.60463644,0,0,47000000,56269620.27433874
2761,13210-505,15,4,55,23.60463644,0,0,36000000,50444549.3357649
2762,13210-509,17,7,120,23.60463644,0,0,80000000,94765002.92735922
2763,13210-512,19,10,70,23.60463644,0,0,47000000,53315252.65830966
2764,13210-513,45,5,45,23.60463644,0,0,18000000,25303395.931318376
2765,13210-515,45,5,70,23.60463644,1,0,30000000,47254377.08791301
2766,13210-516,25,8,20,23.60463644,1,0,13000000,18027193.603224818
2767,13210-517,18,3,60,23.60463644,0,0,37000000,53522713.26538052
2768,13210-520,50,6,50,23.60463644,0,0,18000000,25238940.858512722
2769,13210-521,45,5,70,23.60463644,0,0,5000000,43949092.42276269
2770,13210-522,17,7,65,23.60463644,0,0,45000000,53744470.64618171
2771,13210-523,14,11,90,23.60463644,1,0,44000000,73299212.32023063
2772,13210-524,10,3,60,23.60463644,0,0,53000000,57967283.005148284
2773,13210-530,20,3,70,23.60463644,0,0,48000000,59869849.427016295
2774,13210-531,19,10,70,23.60463644,0,0,50000000,53315252.65830966
2775,13210-532,31,4,55,23.60463644,1,0,39000000,44860694.52137968
2776,13210-533,15,4,55,23.60463644,0,0,29000000,50444549.3357649
2777,13210-534,24,11,50,23.60463644,0,0,28000000,34605101.09405968
2778,13210-542,25,8,20,23.60463644,1,0,9500000,18027193.603224818
2779,13210-543,45,5,115,23.60463644,0,0,21000000,77511346.10736248
2780,13210-544,25,8,20,23.60463644,0,0,7200000,14721908.938074507
2781,13210-545,11,3,70,23.60463644,0,0,48000000,64869990.384255044
2782,13210-546,35,4,60,23.60463644,1,0,32000000,46367548.94978466
2783,13210-547,50,6,30,23.60463644,1,0,11000000,13627668.33050758
2784,13210-548,24,11,60,23.60463644,0,0,38000000,42063379.69063742
2785,13210-549,24,11,55,23.60463644,1,0,32000000,41639525.057498865
2786,13210-550,19,10,70,23.60463644,0,0,46000000,53315252.65830966
2787,13210-551,11,3,75,23.60463644,0,0,62000000,68599129.6825439
2788,13210-556,10,3,50,23.60463644,0,0,50000000,50509004.40857055
2789,13210-557,11,3,70,23.60463644,0,0,50000000,64869990.384255044
2790,13210-558,23,3,65,23.60463644,0,0,39000000,54473996.476314515
2791,13210-559,31,4,55,23.60463644,0,0,27000000,41555409.856229365
2792,13210-562,14,3,70,23.60463644,0,0,43000000,63203276.73184212
2793,13210-563,18,6,65,23.60463644,0,0,41000000,54204637.7124504
2794,13210-565,10,3,60,23.60463644,0,0,56000000,57967283.005148284
2795,13210-566,24,5,75,23.60463644,0,0,40000000,59345227.287941955
2796,13210-567,23,4,45,23.60463644,0,0,24000000,38541700.999419406
2797,13210-568,45,8,50,23.60463644,1,0,20000000,29290605.043538574
2798,13210-569,25,8,60,23.60463644,0,0,30000000,44555023.32438542
2799,13210-574,25,20,65,23.60463644,1,0,28000000,39400587.88294869
2800,13210-575,25,20,60,23.60463644,0,0,28000000,32366163.919509523
2801,13210-592,24,21,55,23.60463644,0,0,19000000,28176857.554951973
2802,13210-593,24,21,60,23.60463644,1,0,28000000,35211281.518391155
2803,13210-602,45,13,80,23.60463644,1,0,19000000,46586749.41457347
2804,13210-610,45,13,80,23.60463644,1,0,19000000,46586749.41457347
2805,13210-611,24,19,55,23.60463644,0,0,20000000,30208334.122431286
2806,13210-612,24,19,55,23.60463644,0,0,22000000,30208334.122431286
2807,13210-628,25,20,70,23.60463644,1,0,32000000,43129727.181237556
2808,13210-629,28,8,15,23.60463644,0,0,9800000,9326055.98737273
2809,13210-634,25,20,65,23.60463644,1,0,27000000,39400587.88294869
2810,13210-635,16,15,65,23.60463644,0,0,30000000,46174135.59373541
2811,13210-636,28,8,15,23.60463644,0,0,5000000,9326055.98737273
2812,13210-649,25,20,70,23.60463644,0,0,21000000,39824442.51608725
2813,13210-650,24,19,55,23.60463644,0,0,21000000,30208334.122431286
2814,13210-659,24,19,70,23.60463644,1,0,27000000,44701036.682448186
2815,13210-671,25,20,75,23.60463644,1,0,36000000,46858866.47952642
2816,13210-672,28,8,15,23.60463644,0,0,6400000,9326055.98737273
2817,13210-673,45,25,80,23.60463644,0,0,16000000,31092605.34454725
2818,13210-674,28,8,15,23.60463644,0,0,5600000,9326055.98737273
2819,13210-680,24,7,55,21.95318781,1,0,39000000,45702478.1924575
2820,13210-688,24,7,55,21.95318781,0,0,24000000,42397193.52730718
2821,13210-689,23,6,65,21.95318781,1,0,43000000,54732066.290245846
2822,13210-694,22,11,65,21.95318781,1,0,36000000,50208946.08901853
2823,13210-695,13,8,65,21.95318781,1,0,39000000,58256301.89747625
2824,13210-696,24,7,55,21.95318781,0,0,29000000,42397193.52730718
2825,13210-716,25,10,55,21.95318781,0,0,30000000,38794407.45861724
2826,13210-732,6,11,60,21.95318781,0,0,41000000,52063661.60511491
2827,13210-733,25,10,55,21.95318781,1,0,28000000,42099692.123767555
2828,13210-747,12,7,65,21.95318781,1,0,42000000,59827611.39868688
2829,13210-752,22,14,65,21.95318781,0,0,31000000,43856446.57264925
2830,13210-757,26,20,15,23.60463644,0,0,5000000,-1751660.9825612307
2831,13210-760,26,20,20,23.60463644,0,0,5400000,1977478.3157276325
2832,13210-761,26,20,20,23.60463644,0,0,6000000,1977478.3157276325
2833,13210-762,26,20,20,23.60463644,0,0,5000000,1977478.3157276325
2834,13210-764,31,13,45,23.60463644,1,0,16000000,28260771.371145017
2835,13210-769,26,20,15,23.60463644,0,0,5500000,-1751660.9825612307
2836,13210-772,23,13,65,23.60463644,0,0,32000000,44316613.63891794
2837,13210-773,24,12,60,23.60463644,0,0,31000000,41047641.40689776
2838,13210-774,24,12,60,23.60463644,1,0,35000000,44352926.072048075
2839,13210-778,40,10,55,23.60463644,0,0,19000000,30460839.196552668
2840,13210-779,26,20,15,23.60463644,1,0,7000000,1553623.6825890802
2841,13210-780,7,13,70,23.60463644,0,0,51000000,56934892.41674235
2842,13210-785,42,12,45,23.60463644,1,0,13000000,23165226.262703992
2843,13210-786,40,10,55,23.60463644,0,0,21000000,30460839.196552668
2844,13210-789,26,20,15,23.60463644,0,0,6500000,-1751660.9825612307
2845,13210-790,40,10,40,23.60463644,1,0,21000000,22578705.966836385
2846,13210-791,26,20,20,23.60463644,0,0,5500000,1977478.3157276325
2847,13210-793,26,20,20,23.60463644,0,0,5600000,1977478.3157276325
2848,13210-794,26,20,15,23.60463644,0,0,5600000,-1751660.9825612307
2849,13210-795,26,20,15,23.60463644,0,0,5300000,-1751660.9825612307
2850,13210-799,24,12,70,23.60463644,0,0,36000000,48505920.00347549
2851,13210-800,31,13,45,23.60463644,1,0,11000000,28260771.371145017
2852,13210-801,31,13,45,23.60463644,1,0,19000000,28260771.371145017
2853,13210-802,40,10,75,23.60463644,1,0,31000000,48682681.05485843
2854,13210-807,40,10,70,23.60463644,1,0,27000000,44953541.756569564
2855,13210-808,26,20,15,23.60463644,0,0,5800000,-1751660.9825612307
2856,13210-809,26,20,15,23.60463644,0,0,6300000,-1751660.9825612307
2857,13210-810,26,20,20,23.60463644,0,0,5900000,1977478.3157276325
2858,13210-811,26,20,15,23.60463644,0,0,6200000,-1751660.9825612307
2859,13210-812,24,12,55,23.60463644,1,0,32000000,40623786.77375921
2860,13210-817,36,13,70,23.60463644,1,0,27000000,44128611.775234476
2861,13214-6,29,1,75,27.2642905,0,0,37000000,60630324.335545726
2862,13214-8,35,3,80,27.2642905,0,0,23000000,58994559.76152945
2863,13214-9,29,1,75,27.2642905,1,0,44000000,63935609.00069604
2864,13214-11,29,1,85,27.2642905,1,0,48000000,71393887.59727377
2865,13214-12,35,3,80,27.2642905,0,0,29000000,58994559.76152945
2866,13214-14,29,0,75,27.2642905,0,0,29000000,61646062.61928539
2867,13214-17,19,6,70,27.2642905,0,0,33000000,57378205.79326829
2868,13214-18,24,9,60,27.2642905,0,0,27000000,44094856.25811674
2869,13214-22,7,9,65,27.2642905,0,0,49000000,57268706.253412105
2870,13214-23,19,6,70,27.2642905,0,0,30000000,57378205.79326829
2871,13214-152,20,16,60,29.00351351,0,0,21000000,39206973.14182301
2872,13214-158,20,16,65,29.00351351,0,0,23000000,42936112.440111876
2873,13214-178,16,18,65,27.2642905,0,0,36000000,43126920.74251644
2874,13214-213,32,5,15,27.2642905,0,0,6500000,10150985.968707819
2875,13214-214,16,6,65,27.2642905,1,0,30000000,58621064.81254265
2876,13214-220,16,6,65,27.2642905,0,0,33000000,55315780.14739234
2877,13214-221,16,5,65,27.2642905,0,0,40000000,56331518.431131996
2878,13214-231,32,6,15,27.2642905,0,0,3700000,9135247.684968159
2879,13214-232,32,7,15,27.2642905,0,0,7400000,8119509.401228502
2880,13214-236,15,9,70,27.2642905,0,0,31000000,56553275.811933205
2881,13214-239,15,9,70,27.2642905,1,0,37000000,59858560.47708351
2882,13214-251,54,28,60,29.00351351,1,0,13000000,11433977.008084394
2883,13214-257,54,28,50,29.00351351,0,0,9300000,670413.7463563457
2884,13214-258,54,29,50,29.00351351,1,0,14000000,2959960.127767004
2885,13214-265,54,26,60,29.00351351,1,0,15000000,13465453.575563721
2886,13214-275,54,27,60,29.00351351,0,0,1600000,9144430.626673743
2887,13214-276,54,30,50,29.00351351,0,0,9600000,-1361062.8211229667
2888,13214-282,54,30,50,29.00351351,1,0,12000000,1944221.8440273479
2889,13214-296,54,28,60,29.00351351,1,0,13000000,11433977.008084394
2890,13214-297,54,28,60,29.00351351,1,0,11000000,11433977.008084394
2891,13214-307,54,28,50,29.00351351,1,0,8000000,3975698.4115066603
2892,13214-308,33,18,45,29.00351351,1,0,19000000,22070937.51750478
2893,13214-328,54,28,60,29.00351351,1,0,13000000,11433977.008084394
2894,13214-329,33,18,45,29.00351351,0,0,11000000,18765652.852354474
2895,13214-331,27,13,50,29.00351351,0,0,8900000,30906910.874167457
2896,13214-337,21,11,75,25.95603852,0,1,41000000,54917511.23791692
2897,13214-352,23,7,20,27.2642905,0,0,6000000,16848789.656756107
2898,13214-409,28,14,75,25.95603852,0,1,27000000,47981297.86440115
2899,13214-410,11,14,25,25.95603852,0,1,19000000,20134615.578519017
2900,13214-411,1,13,70,25.95603852,0,1,47000000,60268319.721568175
2901,13214-417,30,16,65,25.95603852,0,1,23000000,37380400.26540216
2902,13214-419,30,12,85,25.95603852,1,1,27000000,59665195.25866657
2903,13214-420,20,15,60,25.95603852,0,1,32000000,40222711.42556267
2904,13214-426,18,3,90,25.95603852,0,1,49000000,75897549.0551137
2905,13214-427,12,18,60,25.95603852,0,1,33000000,41620066.314111464
2906,13214-428,30,16,90,25.95603852,0,1,28000000,56026096.75684649
2907,13214-436,14,9,75,27.2642905,0,0,38000000,60837986.32769304
2908,13214-437,15,13,65,27.2642905,1,0,40000000,52066468.04383601
2909,13214-438,15,10,70,27.2642905,0,0,36000000,55537537.52819355
2910,13214-439,15,10,70,27.2642905,0,0,34000000,55537537.52819355
2911,13214-440,14,9,85,27.2642905,0,0,37000000,68296264.92427078
2912,13214-447,14,12,75,27.2642905,0,0,39000000,57790771.47647406
2913,13214-448,14,11,75,27.2642905,0,0,38000000,58806509.76021372
2914,13214-449,15,10,80,27.2642905,0,0,42000000,62995816.124771275
2915,13214-485,34,13,45,25.95603852,0,1,19000000,23288773.053581797
2916,13214-499,35,14,55,25.95603852,1,1,27000000,32481026.814099208
2917,13214-505,35,14,50,25.95603852,1,1,20000000,28751887.51581034
2918,13214-509,8,9,55,25.95603852,0,1,33000000,49254856.43936341
2919,13214-524,17,14,50,25.95603852,1,1,27000000,38752169.43028782
2920,13214-525,35,14,50,25.95603852,0,1,20000000,25446602.850660026
2921,13214-548,35,13,60,29.00351351,0,0,14000000,33920619.730977416
2922,13214-555,29,5,60,29.00351351,0,0,24000000,45379953.30572051
2923,13214-558,35,13,70,29.00351351,1,0,30000000,44684182.99270545
